RecipeID,Name,TimeRequired,Instructions,Portions,Cuisine,DishID
541,Filet Mignon With Sweet-Potato Shoestrings,30,"In medium iron skillet, melt half the butter in half the oil until hot.  Add mushrooms and saute quickly, about 5 minutes., Remove with slotted spoon., Add remaining butter and oil over high heat.  Pat filets dry., Brown filets well, about 4 minutes per side for medium rare.  Cook to desired doneness., Remove from skillet to a platter and keep warm., Pour nearly all fat from skillet and add beef broth., Boil over high heat, scraping the pan., Cook until reduced to 2 Tbs., Add wine, thyme, salt & pepper., 
Add mushrooms and heat through., Serve mushroom sauce on top of steak., Fried Sweet Potato Shoestrings Run 2-3 large sweet potatoes through a food processor with the blade set to julienne.  Rinse well to remove the extra starch., Pat dry with paper towels., Fry the sweet potatoes in very hot vegetable oil just a few seconds until golden., Drain on brown paper., Sprinkle lightly with salt.",2.0,International,541
542,Country Brunch Skillet,30,"In a large skillet over med., heat, cook bacon until crisp., Remove bacon; crumble and set aside. Drain, leaving 2 tablespoons of drippings., Add potatoes, green pepper, onion,  salt and pepper to drippings; cook and stir for 2 min., Cover and cook, stirring  occasionally, until potatoes are browned and tender, about 15 min., Make six  wells in the potato mixture; break one egg into each well., Cover and cook on low heat for 8-10 min., or until eggs are completely set. Sprinkle with cheese and  bacon.
",6.0,International,542
543,Country Style Zucchini Soup,30,"Peel and cut potatoes into 1/2 inch cubes., Cut celery into 1/2 inch pieces., Core, blanch, peel and cut tomatoes into 1/2 inch chunks., Cut marrow into 1/4 inch slices., In a large saucepan, heat oil and brown garlic. Discard garlic. Add potatoes, stir to coat and cook for about 5 minutes., Add onion, celery, parsley, and oregano, and cook until onions are softened., Add stock, tomatoes, marrow, and salt and bring to a boil., Reduce heat and simmer until zucchini is tender., Pour soup into individual bowls and sprinkle freshly ground pepper and 1 teaspoon Parmesan cheese over each serving., 
Serve hot. Makes 6 servings.",4.0,International,543
544,Curried Spinach Sauce,30,"In a large skillet, heat the olive oil over medium heat.  Add the onion, garlic and ginger and saute, stirring occasionally, for 5 minutes or until the onion softens., Add the cumin, coriander, cardamom and pepper and saute for 2 minutes more.  Add the tomato, spinach and water and cook for 3 minutes., Add cayenne, salt and pepper., Remove from heat and serve.",4.0,International,544
545,100% Whole Wheat Blueberry Muffins,30,"Preheat oven to 350., Coat 12 muffin cups with cooking spray., Sift together  the flour and baking soda., In a separate bowl, whisk together the buttermilk,  egg whites, oil, and honey until creamy, then stir in the blueberries., Pour the wet ingredients into the dry., Fold together with a rubber spatula until the  batter is moist yet remains slightly lumpy., Pour into muffin cups and bake 30  to 35 minutes.",4.0,International,545
546,Deep Dish Vegetable Pizza,30,"In large mixing bowl, dissolve sugar in warm water., Sprinkle yeast over water  and let stand for 10 minutes or until foamy., Meanwhile, combine flours and salt. Stir oil into foamy yeast mixture. Stir in about half the flour mixture. Add  more flour, mixing until dough can be gathered into a slightly sticky ball (you  may need a little more or less than 1 lb/450 g of flour. On lightly floured  surface, knead dough for about 5 minutes or until smooth and elastic, adding  more flour as necessary to prevent dough from sticking to work surface. Cut  dough in half, cover with greasproof paper and let rest for 10 minutes., 
On  lightly floured surface, use a rolling pin to roll each piece of dough into a 12 inch/30 cm circle, about 1/4 inch/5 mm thick., Transfer rounds to 2 lightly oiled pizza pans or baking sheets., Carefully, using fingers, stretch dough into large  circles., Let dough rise for about 15 minutes before adding toppings., For a  thicker crust, let dough rise for 30 minutes., Add toppings (see below recipe  just before baking., Makes 12 inch/30 cm pizza rounds., , Prepare pizza dough., 
In small bowl, combine tomato sauce, garlic, oregano and  basil; stir to mix., In heavy frying pan, heat oil over medium heat; add onions  and cook over medium to low heat, stirring until tender, 5 to 10 minutes., Add  mushrooms and cook over medium heat, stirring or shaking pan until mushrooms are lightly browned and liquid has evaporated., Sprinkle with salt and pepper to  taste and set aside. In large pot of boiling water, cook broccoli for 2 minutes  or until bright green; drain and cool under cold running water to prevent green; drain and cool under cold running water to prevent any further cooking., 
Drain  again and set aside. Spread tomato with mushroom and onion mixture. Sprinkle  with grated cheese. Bake in 425 degree/Gas Mark 7 oven for 30 to 40 minutes or  until crust is browned and top is bubbly.",4.0,International,546
547,Deviled Cauliflower,30,"Place cauliflower in a steamer basket over boiling water., Cover pan and steam 5-7 minutes or until just tender., Drain., Rinse under cold water., Drain well and transfer to a 9x13 inch baking dish., Combine 1-1/4 Tbs., melted butter with flour in a heavy saucepan over medium low heat. Whisk about 3 minutes, or until bubbly., Gradually whisk in milk., Add bay leaf and nutmeg and whisk often until mixture simmers., Cover partially and simmer 3-4 minutes, stirring often, until thickened., 
Remove from heat. Stir in mustard, Worcestershire and salt and pepper to taste. Discard bay leaf., Pour sauce over cauliflower and stir until well coated., (Can be prepared 1 day ahead.  Cover and chill., Preheat oven to 3500F., Sprinkle breadcrumbs over cauliflower., Drizzle with remaining butter., Bake 35-40 minutes, until cauliflower is heated through, sauce bubbles at edges and breadcrumbs are golden.",4.0,International,547
548,Dill Bread,30,"Preheat the oven to 350 degrees., Proof the yeast in the lukewarm water with the sugar., In a saucepan, warm the cottage cheese until lukewarm, and add to the yeast sponge. Then add the egg, lightly beaten, the grated onion, melted butter, salt, baking soda, dill seeds and fresh dill., Stir until well blended, then add just enough flour to make a rather soft dough., Put the dough into a large buttered bowl,  cover with a towel and place in a warm spot to rise for about 1  hour or until doubled in bulk., 
Remove the dough to a lightly floured work surface and knead for a couple of minutes., Then place in a large buttered (9\ by 5' loaf pan., Cover and let rise for about 30 minutes., Then bake in the oven for about 50 minutes or until the bread has turned light brown and sounds hollow when tapped., Cool wrapped in a towel.",4.0,International,548
549,Dill Buttermilk Bread,30,"Preheat oven to 350 F., Combine flour, baking powder, sugar, dill, baking soda, salt and pepper in a bowl., Add buttermilk a little at a time until a soft dough  forms., Turn into a greased 9 inch by 5 inch (2 litre loaf pan., Bake for 50  minutes or until loaf is golden brown., Serve warm; reheat when needed., The Globe and Mail -----",4.0,International,549
550,Double Cabbage Salad,30,"Trim all leaves well from vegetables and remove coarse veins and stems before shredding., Toss all vegetables in a very large salad bowl., Mix dressing with seeds, mustard, and pepper very well and pour over vegetables., Serve as a side dish.",4.0,International,550
551,Baba Ganouj ( Baba Ghanoush ),30,"Preheat oven to 400°F., Pierce the eggplants several times with fork., Place on  lightly oiled baking sheet and bake 40--45 minutes until completely soft. Cool., Scoop out the insides and puree in food processor., Add all remaining ingredients except olive oil and scallions., Cool., Top with olive oil and scallions before  serving., Serve with pita bread, Greek olives and tomatoes.",4.0,International,551
552,Dutch Moorkoppen,30,"Filling: 500 ml double cream (or heavy cream, whipped with 60 gr sugar and 15 g vanilla sugar Icing: 100 gr icing sugar 10 gr cacao (or cocoa 1.5 tablespoon warm water About 8 pieces of fruit (e.g., pineapple chunks, strawberries Sift the flour and the salt. Bring the water to the boil, together with the  butter., (it really has to boil!. Add the flour and salt and mix., Remove from  heat. Beat well with a wooden spoon until there are no lumps left. Now add one  of the eggs, stir with a wooden spoon, then beat very thoroughly until it has  been absorbed., 
Add the second egg, stir, beat again very thoroughly until it has been absorbed., Beat the remaining egg in a little bowl, and add this spoon by  spoon until the pastry mixture has a velvety consistency that keeps its shape  when pulled into points with the spoon., Then beat the pastry mixture till it is  fluffy and shining., Make with 2 spoons dipped in water, about 8 ball shaped  heaps on a well-greased baking tin., Bake in the middle of a preheated oven  (200-225 degree.C in 30-40 minutes golden and puffy., 
Do not open the oven door  the first 20 minutes! Leave them for about 5 minutes in the oven with the door  opened, and then remove the choux puffs from the tin., Put them on a wire rack to cool down., Make the icing just before filling the choux puffs., Make a cut in  the puffs sides and pipe in the cream., Keep some of the cream to decorate the  top., Mix the icing sugar and the cacao, and add drip by drip the water., Stir  with a metal spoon, until thick and slightly fluid., Stir this till it shines and stick to the back of the spoon., 
Dip the tops of the filled choux puffs with a  twisting move in the icing, so that the top is covered., Put the moorkoppen on a  wire rack with a plate under it. Leave them for about. 30 minutes until the  icing is hard., Pipe a puff of the remaining cream on it, and decorate this with  a piece of fruit.",8.0,International,552
553,Easy Apple Dumplings,30,"Flatten biscuits with hand., Wrap each biscuit around an apple half; place seam side down into a greased 13x9x2-inch baking dish., Combine sugar, water, butter, and vanilla; pour into pan., Sprinkle cinnamon over dumplings., Bake uncovered at 350 degrees for 30-40 minutes or until golden brown and apples are tender.",4.0,International,553
554,Easy Lasagna,30,"Pour tomatoes and juice into a large bowl and cut the tomatoes into pieces., Add soup mix, stocks, herbs, tomato paste, soy sauce, garlic, mince and water., Mix thoroughly., Grease a round casserole dish (21cm and spoon a third of the meat mixture into it.  Arrange half the noodles on top and cover with another third of the mixture.  Spread the remaining noodles evenly and top with the remaining meat mixture.  Cover and cook on HIGH for 12 minutes., Stand covered 15 minutes., Uncover and cook on HIGH for 3 minutes., 
Spread the cheese over the top and continue cooking for 1 1/2 minutes., Sprinkle with dried breadcrumbs and parsley., Stand uncovered for 5 - 10 minutes before serving.",4.0,International,554
555,Easy Mushroom Stroganoff,30,"Melt butter in a heavy large saucepan over medium-high heat.  Add garlic and saute 30 seconds., Add onion and saute another 2 minutes or so., Then add mushrooms and saute until tender, about 10 minutes., Don't worry if the mixture seems too dry., Reduce heat to medium, then add flour and stir another minute.  Add white wine and cook until mixture thickens, stirring frequently--about another 2-3 minutes., Mix in sour cream, and season to taste with salt and pepper., Add cooked linguine and toss to blend linguine with sauce., 
**Adapted from a recipe in _Bon Appetit_.",2.0,International,555
556,Chicken and Yellow &amp; Zucchini Squash Casserole With Rosemary,30,"Preheat the oven to 450 degrees., Season the chicken with salt, cayenne pepper, and a pinch of sugar., Heat 2 tablespoons of the olive oil in a large roasting pan over high heat., Add the chickens, skin side down, and saute until golden, about 4 to 6 minutes., Turn them over and add the garlic, squash and zucchini slices, bay leaf, rosemary, lime zest, and salt., Drizzle 1 tablespoon of the olive oil over the casserole and carefully toss., Place the pan in the oven and roast for 15 to 20 minutes, tossing 2 or 3 times., 
Place the tomato slices in a bowl., Season with salt, a pinch of cayenne pepper and sugar., Toss them in 1 tablespoon of the olive oil and the lime juice and spread them over the chicken-squash casserole., Cook for 5 to 7 minutes more., Discard the bay leaf and rosemary sprigs, transfer the chicken and garnish to a large serving platter, and keep warm., Add the stock or water to the pan drippings and simmer for 3 to 4 minutes over medium heat., Add the remaining tablespoon of olive oil, mix well, and strain the sauce., 
Place the chickens on a platter., Arrange the vegetables over them., Spoon the sauce evenly over the warm dish.",4.0,International,556
557,Elderflower Champagne,30,"Do not wash the flower, but remove any insects and the thick stalks., Place the  sugar in a very large bowl and cover with 2 pints of boiling water., Stir until  the sugar has dissolved., Then add 6 pints cold water, the rind and juice of the  lemons, the vinegar and flowers., Stir well., Cover and leave, covered, for 48  hours, stirring occasionally., Strain through a fine sieve into clean bottles  with screw tops., Leave an inch gap at the top of each bottle and screw down  well., 
Leave in a cool place to mature. Nice served with ice. Ready to drink in 6 weeks but it tastes better the longer it is left.",4.0,International,557
558,Crafty Crescent Lasagna,30,"Brown sausage and ground beef in skillet, stirring until crumbIy; drain., Add onion, tomato paste, garlic, parsley flakes, basil, oregano, salt and pepper., Simmer  for 5 minutes., Mix cottage cheese, egg, and Parmesan cheese in a bowl ., Unroll  dough; place on cookie sheet, overlapping edges., Seal perforations and edges., Spread half the meat mixture in center., Layer cheese mixture and remaining meat mixture over top., Top with shredded Mozzarella cheese., Fold in edges to enclose filling., 
Brush with milk; sprinkle with sesame seeds., Bake at 375 degrees fahrenheit for 20 to 25  minutes or until deep  golden brown., Yields  6-8 servings., Kelli McEldonny, Grove, OK District Vl , Division I.",4.0,International,558
559,Cranberry Bread,30,"Sift together dry ingredients., Combine orange juice, rind, egg and salad oil., Add all at once to dry mixture. Stir just enough to moisten., Add nuts and cranberries., Bake in greased pan, 9 x 5 inches for 50 minutes in 350 degree oven.",4.0,International,559
560,Awesome Apple Bread,30,"Combine and set aside the oil, eggs, sugar, and vanilla., Sift flour, cinnamon, soda, and salt. Add dry ingredients to oil mixture gradually., Add apples and nuts., Bake in 2 regular loaf pans or 3 foil loaf pans for 1 1/2 hours at 300 degrees., Cool 10 minutes in the pan., Sprinkle with sugar, if desired., Note: I bake it at 325 degrees for about 70 minutes.",4.0,International,560
561,Cucumber Salad with Spicy Wasabi Dressing,30,"Mix the wasabi with 1/2 teaspoon warm water in the bottom of a mixing bowl and let it stand for 5 minutes., Peel the cucumbers, cut each one in half lengthwise, and use a melon baller or spoon to scoop out the seeds., Cut the cucumbers widthwise into 1/4-inch crescents., Add the vinegar and sugar to the wasabi and whisk until smooth., Whisk in the sesame oil, salt, and pepper., Just before serving, add the cucumbers, green onion, and sesame seeds to the dressing and mix well.",4.0,International,561
562,Cucumbers with Lime-Chile Dressing,30,"Small Kirby cucumbers, normally used for pickling, are called for here because  they are crunchier and less watery., You can use other cucumbers and peel them  if desired., In a medium size bowl, combine the cucumbers and green onions., In a small bowl, whisk together the chili sauce, lime juice, soy sauce, sugar, ginger and hot pepper sauce.  Pour the dressing over the cucumbers and toss to coat.",4.0,International,562
563,Curried Beef Loaf,30,"Remove crusts from bread; tear in pieces and let soak in milk., Toss, together in a large bowl and remaining ingredients., Press lightly into a 9\x5\x3\ loaf pan., Cover with foil and bake in preheated 350 F oven about 1 1/2 hours., Drain off pan juices., Slice to serve. If to be served cold, leave loaf overnight in refrigerator.",4.0,International,563
564,Curried Chicken Muffins,30,"Preheat oven to 190 C (380F.  Grease a 12 hole muffin tin with butter and oil., Make sure to grease the top of the tin well so any mix won't stick as they rise. Heat oil in a pan and cook the onion rings over a medium heat, stirring often., Cook but DON'T brown them, adding a splash of water helps (you want them to stay white looking for effect - so they say, takes 5-10 minutes., Put the onions  aside.  3/4 will be used for presentation, chop the other 1/4., Heat the pan  again and add a little bit of oil and the chicken., 
Stir until it begins to turn white and then add the curry paste.  Cook slightly, adding a splash of water to  speed up the process., Cook for a further minute then remove from the heat and  stir in the yoghurt.  Let it cool slightly., Sift flour into a large bowl from a good height to aerate it well., Add the chopped onions, lemon juice, eggs,  vegetable oil, cooled curried chicken and chopped coriander and mix well., Spoon the mixture into the greased muffin tin and push the onion rigs on top by gently pressing in., 
Bake in preheated oven for 15-20 minutes until risen and golden., Allow to cool completely., Good picnic food., Enjoy!",4.0,International,564
565,Curried Crab in Endive Spears,30,"Combine first 4 ingredients in small bowl., Mix in crab meat. Season, to taste with pepper., (Can be prepared 8 hours ahead., Cover and refrigerate. Place 1 heaping tsp crab mixture on base of each endive spear., Sprinkle with cilantro., Arrange on platter in spoke pattern and serve.",4.0,International,565
566,B.c. Cherry and Raspberry Preserves,30,"Stem and pit the cherries; you should have 4 cups., In a large bowl, stir together the cherries, raspberries and sugar., Let stand at room temperature, stirring occasionally, for 2 hours., Pour the fruit into a wide, shallow, nonreactive saucepan and stir in the lemon juice. Cook over moderate heat, stirring occasionally, for 30 to 40 minutes until the mixture looks thickened and glazed., Remove a table-spoon of the preserves to a small saucer and chill in the freezer for 5 minutes., 
Run your finger through the mixture; if it wrinkles, it is ready to jar., If it is not ready, continue cooking for 5 more minutes and repeat the test. Sterilize four 8-ounce canning jars by washing and rinsing them in the dishwasher without detergent; keep them warm in a 250 degrees F oven., Pour boiling water over the jar lids to soften the rubber seals., Ladle the hot preserves to within 1/2 inch of the rims of the jars., Wipe the rims and seal with the hot lids and metal bands., Let cool to room temperature, then refrigerate for several weeks., 
Or, to store longer, process in a water bath.",4.0,International,566
567,Dijon Pesto Steak,30,"Heat oven to 350 Degree F., In small bowl, combine basil or parsley, walnuts, mustard and garlic. Broil steak 5 inches from heat source, for 10 minutes, turning once. Spread top of steak with basil or parsley mixture; broil 2 to 3 minutes more or until lightly browned and beef is cooked to desired doneness., Arrange roast and all vegetables in ungreased 13x9 inch (3 quart baking dish., Slice and serve. Prep Time: 10 minutes Cook Time: 12 to 14 minutes Cindy-Recipe Researcher http://forums.msn.com/cooking, 
Sprinkle with all remaining ingredients except water., Pour water over top., Cover with foil., Bake at 350 Degree F., oven for 2 to 2-1/2 hours or until beef and vegetables are tender., Serve with pan juices.",6.0,International,567
568,Dill Pickle Soup,30,"Drain the pickles, reserving the juice, and slice them thinly., Melt 2 T of the butter in a frying pan and add the pickle slices, sauteeing them over medium heat for 3 min., Push the pickles t one side, add the remaining T of butter and the onions and garlic. Cook until soft and slightly browned., Incorporate the pickles and cook together for 1 min., Ad 1 cup stock and bring to a boil, scraping up any browned particles., Transfer this mixture to a medium soup pot, add the rest of the stock, the reserved pickle juice, and the carrots., 
Simmer uncovered for 15 min., Add the shredded port and cook 15 min more. Knead together the softened butter, flour, and dill into a ball and add it to the simmering soup, stirring to blend., Cook 2 min until the soup thickens., Remove from the heat and stir in the heavy cream., Taste and adjust seasoning, remembering that salt tends to accentuate the sour taste. If soup is not tart enough, add lemon juice to taste. Serve hot, with dollops of sour cream., Stock: this can be a well-flavored chicken or veal, or a brown stock., 
The author notes that using all beef stock makes the soup a bit too strong, and usually substitute half of the brown stock for chicken or veal.",4.0,International,568
569,Dinner Rolls,30,"For the glaze:- 1 egg yolk 1 Tbsp water Put the milk into a saucepan and bring just to the boil., Pour 4 Tbsp of the milk into a small bowl and let cool to lukewarm., Meanwhile cut the butter into  pieces., Add the butter and sugar to the remaining milk in the pan, stirring  occasionally, until butter is melted., Let cool to lukewarm., Sprinkle the yeast over the 4 Tbsp milk and let stand, stirring once, until dissolved, about 5  minutes., In a large bowl, beat eggs just until mixed., 
Add the cooled sweetened  milk, salt and dissolved yeast.  Stir in half of the flour and mix well with  your hand., Add the remaining flour, 2 ozs at a time, mixing well after each  additions., Keep adding flour until the dough pulls away from the sides of the  bowl in a ball., It should be soft and slightly sticky., Turn the dough onto a floured work surface.  Sprinkle the dough and your hands  with flour, and begin to knead by holding the dough with one hand and pushing it away from you with the other., 
Continue to knead by peeling the dough away from  the surface.  Give the dough a quarter turn, and knead until it is very smooth,  elastic and forms a ball, 5 - 7 minutes., If the dough sticks while kneading,  flour the work surface.  Wash the large bowl and brush it with melted butter., Put the kneaded dough in the bowl, and flip it so the surface is lightly  buttered., Cover the bowl with a damp tea towel and let the dough rise in a warm  place until doubled in bulk, about 1 - 1 1/2 hours., 
To Shape and Bake the Rolls:- Brush 2 baking sheets with melted butter., Turn the dough onto a lightly floured surface and knead with your hand just to knock out the air, 15 - 20 seconds., Cover the dough, and let it rest, about 5 minutes., Cut the dough in half., With your hands, roll 1 piece of the dough into a cylinder about 2 inches in diameter., Cut the cylinder into 8 equal pieces., Repeat to divide the remaining dough., To shape round rolls, cup a piece of dough under the palm of your hand, and roll the dough in a circular motion so it forms a smooth ball., 
Arrange 8 rolls on each baking sheet.  Cover with a dry tea towel and let rise in a warm place until doubled in bulk, about 30 minutes., Heat the oven to 425 F., Make the glaze by beating the egg yolk with the water until frothy., Brush the rolls with glaze, then bake them in the oven until golden brown, 15 - 18 minutes., Turn the rolls over and tap the bottoms with your knuckles., They should sound hollow when tapped., ******** Cheers,  Doreen Doreen Randal,  Wanganui., New Zealand.
",4.0,International,569
570,Dried Fruit Roll-Ups,30,"* For each cup of fruit you will need 1-1/2 tablespoons of sugar., Chop peaches, nectarines or plums very fine, being careful to reserve the juice. Place fruit and its juices in saucepan and bring to a boil., Boil until candy  thermometer reads 180 degrees., Cool slightly., Put into blender and mix until  smooth., Return to heat and cook until the mixture has the consistency of a thick paste and is reduced by half., Spread fruit 1/4-inch thick on plastic-wrapped  trays or cookie sheets., 
Cover pans with a cheesecloth screen, taking care to  keep the cheesecloth from touching fruit. Place in direct sunlight for 12 to 24  hours until dry (bring in at nighttime. You can also bake in a 250-degree oven  for about 4 hours., Put the fruit on a lightly greased cookie sheet or use foil  to line tray., Fruit rollups are done when edges pull back from plastic and  center is not sticky when cooled., Ten cups of fruit will cover a 12 x 17-inch  tray., - - - - - - - - - - - - - - - - - -  Serving Ideas : Make dried fruit roll-ups the old-fashioned way.
",4.0,International,570
571,Drunken Chicken Marinade,30,"Optional add-ins: garlic - I use powdered for the intensity- but crushed cloves of garlic will also be good..., splash of cayenne pepper sauce Rotel chiles and tomatoes A-1 sweet and tangy sauce Sriracha (or any flavor Vietnamese-style chili sauce Substitution: Vodka or honey mead for Cider..., ---- Combine all ingredients and pour over meat to be marinated., The estimated amount above marinates about 2 1/2 to 3 lbs of chicken., Marinate in tightly sealed dish at minimum for about 1 1/2 hours (for mild intoxication; I marinated overnight and had wonderful results., 
I hope you enjoy it",1.0,International,571
572,Crawfish or Shrimp Cocktail,30,"Combine all sauce ingredients to make sauce., Pour over crawfish or shrimp, or dip the crawfish or shrimp in the sauce.",4.0,International,572
573,Aunt Kay's Pork Chops Casserole,30,"Line a 9\ x 13\  pan with cooking foil, shiny side in; spray with cooking spray lightly., Place 4 to 6 medium sized chops inside; season with salt and pepper., Top in 3rds:  Make 2 cups instant rice to fill one-third, center third is a can of drained baby green peas, last third place 4 medium peeled and cut-up potatoes., Chop one small onion over all., Dollop margarine in small chunks over top., Season with salt and pepper again., Roll up excess foil to seal casserole on top and ends., 
Bake at 350 degrees Fahrenheit for 1-1/2 hours., Yummy Casserole!, Instead of the green peas I have used green beans or corn before to change the flavor on the chops, but I like the peas best!",4.0,International,573
574,Crisp Skin Chicken,30,"Put chicken in a large saucepan and add boiling water to come halfway up the sides of the chicken., Cover tightly and simmer until just tender, about 45 - 60 minutes., Drain , rinse under cold water and dry with absorbent kitchen paper., Mix together the vinegar, soy sauce, honey, sherry and syrup., Brush this all over the chicken and then hang the chicken in an airy place to dry about 30 minutes., Brush again with the remaining soy sauce mixture and hang again for 20 - 30 minutes., 
Mix the flour and salt together and rub well into the chicken skin., Deep-fry until golden and crisp., Drain well on absorbent paper., Chop the chicken into 8 pieces and serve warm with dips., CINNAMON DIP Mix together 1 Tbsp ground cinnamon, 1/2 tsp ground ginger, 1/4 tsp freshly ground pepper and salt.  Put in a small saucepan, heat until very hot, stirring constantly., PEPPER AND SALT DIP Mix together 1 Tbsp salt and 1/2 Tbsp freshly ground black pepper., Put into a small saucepan and heat, stirring, until the salt begins to brown., 
Serve the dips separately in small alongside a bowl of hoisin sauce (served cold Guests eat the chicken with their fingers, dipping each piece into the dips and sauce.  Place finger bowls of cold water on the table.",4.0,International,574
575,Crispy Chicken Livers on Garlic Potato Mash,30,"To make the garlic mash:- Boil the potatoes and peeled garlic until the potatoes are tender., Drain well and mash with the butter., Divide into 4 or 6 equal portion and form into cakes., To prepare the chicken livers:- Spread the breadcrumbs in a shallow microwave proof dish and cook on HIGH 2 - 3 minutes until slightly crisp., Season with oregano, salt and  pepper., Wash the livers and divide in half., Pat dry., Dip the livers in the beaten egg the in the breadcrumbs to coat.  Melt the butter in a large frying pan., 
Pan fry the livers about 2 minutes each side, until they are just cooked in the centre. Meanwhile prepare the orange sauce.  Bring all the sauce ingredients to the boil in a saucepan., Simmer for 15 minutes., To Serve:-  Re-heat the potato cakes in the microwave or oven., Place in the centre of 4 or 6 serving plates., Top with the crispy chicken livers and serve with the sauce.",4.0,International,575
576,Crock Pot Lasagna,30,"Break lasagna noodles into bite size pieces and cook in boiling water until tender but firm (14 to 16 minutes. Drain., Scramble-fry ground beef in non-stick frying pan until browned., Drain well., Turn into a 3-1/2 quart crock pot. Add remaining 12 ingredients and stir well., Add lasagna noodles, stir., Cook on LOW for 7 to 9 hours or on HIGH for 3-1/2 to 4-1/2 hours.",4.0,International,576
577,Crock Pot Potatoes,30,"Lightly grease Crock-Pot. In small bowl,  combine onion, garlic, salt and  pepper., Layer 1/4 of sliced potatoes in bottom  of Crock-Pot. Sprinkle with 1/4 seasonings., Layer with 1/3 cream  cheese cubes., Continue layering process,  ending with layer of potatoes then  sprinkle with seasonings., Cover and cook on  high 3 to 4 hours., In last  hour of cooking, stir potatoes to distribute cream  cheese. Serve  when potatoes are tender., Note: Potatoes can be slightly mashed before  serving., 
Time saving tips:  Cook potatoes in boiling water  for about 30 minutes or until tender then cut  into strips., Mixture should  be cooked on low 6 to 8 hours or on high 2 hours  or until potatoes are  tender., Substitute 32 oz.frozen hash browns for  potatoes and prepare as directed., Cook on low 4 to 6 hours or on high 2 hours.",4.0,International,577
578,Croissant Bread Pudding with Brandy Cream Sauce,30,"Brandy cream sauce: 2 ounces butter 1 cup brown sugar 1/2 cup water 1/2 cup cream 1 teaspoon vanilla 1 tablespoon cornstarch, mixed to paste with a little water 2-3 tablespoons brandy Preheat oven to 350F., Grease a 9 X 11\ casserole dish., Place half the  croissants in the dish;  sprinkle with raisins, and then top with remaining  croissants., Beat the eggs till light, gradually adding the sugar until thick., Whisk in  milk, cream, brandy, melted butter, cinnamon, nutmeg, vanilla and  salt.  Pour mixture over the croissants,  cover, and leave to absorb in the  refrigerator for an hour or so (up to a day in advance.  Before baking, bring  to room temperature.  Dot with butter (I didn't and  sprinkle with  cinnamon/sugar., 
Bake 40 minutes., Serve immediately with sauce.   Sauce: In a small saucepan, combine butter, brown sugar and water and stir until boiling and sugar has dissolved., Add cream, vanilla, and cornstarch paste and  stir until thickened,  Lastly, add  brandy., Sauce can be made in advance and  reheated just before serving., The nice thing about this is that you can do everything in advance, and  bake it while you are eating the main course.",8.0,International,578
579,Crumpets,30,"NOTE:- 1 tsp dry yeast can be used in place of the compressed yeast; sift it with the dry ingredients., Sift flour, baking powder, sugar and salt into a large bowl., Dissolve yeast in water, add to dry ingredients, beat until smooth., Crumpets can be cooked in a lightly greased frying pan or electric frypan; if using frypan, pre-heat to 260 F., Lightly grease some egg-rings, put them in pan to heat through., When hot three-quarters fill the rings with batter., Allow to cook over a low heat for approximately 10 minutes or until surface is covered with holes., 
Remove the rings., Cover the pan, and cook a further 2 - 3 minutes or until the surface is set.  Remove from the pan, cool on a wire rack., When cold, toast and serve with butter., These may be frozen.",4.0,International,579
580,Crusty Beef Casserole,30,"CRUSTY TOPPING French bread cut in1 cm slices 25g soft butter 1 clove garlic, crushed (opt 1 Tbsp French mixed mustard chopped chives, garlic cloves or parsley Cut steak in pieces, 6 cm by 4 cm., Place in casserole. In a bowl mix all  ingredients except crusty topping., Pour over beef, and cover tightly., Bake at  160 C for 2 hours., Combine butter, add garlic (opt, mustard and herbs., Spread  on one side of each bread slice (use sufficient slices to cover the top of  casserole. Arrange bread, buttered side up, on meat, pushing slices firmly down to soak up juices., 
Return uncovered casserole to oven at 200 C for about 10  minutes or until bread is crisp and golden.",6.0,International,580
581,Crusty Bread From Cuba,30,"Do not preheat the oven this time! Proof the yeast in the lukewarm water with the sugar in a large mixing bowl., Add the flour and the salt, a little at a time, stirring and mixing until you have a rather stiff dough., Remove to a lightly floured work surface and knead the dough for a few minutes, then place in a large buttered bowl, cover with a towel and let it rise in a warm place for about 1 hour or until it has doubled in bulk., Again, remove the dough to the floured work surface and punch it down a couple of times., 
Divide into 2 equal pieces and shape into 2 oblong loaves about 18\ long., Sprinkle a baking sheet with the corn flour and place the loaves on top., Cover and let rise for a few minutes., Now place the baking sheet with the 2 loaves on the upper rack in your oven., On the rack beneath the baking sheet place a tin form with hot water and turn the oven on to 400 degrees., Bake the breads for about 16 minutes or until a crust begins to form., Remove from the oven and brush the tops with cold water, then return the breads to the oven and bake about 30 minutes more, or until they are golden., 
Cool on a rack",4.0,International,581
