RecipeID,IngredientID,Amount,Unit
703,123,340,cup
703,1552,485,cup
703,1073,7,g
704,1826,182,g
704,488,202,ml
704,211,216,cup
705,1606,492,ml
705,220,228,ml
705,186,313,tsp
705,1329,109,cup
706,1056,274,g
706,1203,374,tsp
706,1523,145,ml
706,257,100,tbsp
706,1382,19,g
707,1564,348,g
707,289,486,tsp
707,740,49,tbsp
708,707,62,ml
708,1568,223,ml
708,1096,177,ml
708,1662,3,g
709,897,471,cup
709,635,395,cup
709,843,339,ml
710,970,164,cup
710,430,27,cup
710,662,165,tsp
710,1139,491,g
711,1430,352,cup
711,398,272,tbsp
711,1462,263,tsp
712,613,272,cup
712,1496,391,cup
712,1230,2,tsp
712,1081,216,tsp
712,1650,238,tsp
713,657,193,ml
713,1077,268,g
713,1149,112,g
713,346,32,tbsp
714,417,42,cup
714,260,274,ml
714,1080,254,tsp
714,554,472,tsp
715,939,165,cup
715,71,304,cup
715,1617,237,ml
715,1698,444,tbsp
715,1503,148,g
716,712,425,ml
716,1847,162,tbsp
716,852,385,ml
717,754,244,ml
717,344,111,tbsp
717,719,229,ml
717,882,178,ml
717,800,65,g
718,1519,332,cup
718,1551,408,tbsp
718,1210,436,tsp
718,1395,2,g
719,104,97,ml
719,594,154,ml
719,162,328,g
720,1340,22,g
720,165,382,tsp
720,506,299,tsp
720,976,330,tsp
720,1840,347,ml
721,1109,478,g
721,1678,409,g
721,1419,362,g
721,1241,110,ml
722,1744,272,cup
722,40,237,ml
722,1395,479,ml
723,1001,471,ml
723,1705,10,g
723,890,453,cup
723,1612,170,tsp
723,1356,148,g
724,245,434,tsp
724,1631,129,g
724,154,76,tbsp
725,1163,315,tbsp
725,1023,164,tbsp
725,179,457,ml
725,12,283,g
726,1125,472,ml
726,598,68,g
726,72,149,tsp
726,408,338,g
726,1118,309,tbsp
727,290,448,g
727,327,237,tbsp
727,1819,419,ml
728,1000,271,tbsp
728,1770,48,tsp
728,572,105,tsp
729,269,227,tbsp
729,1737,486,tbsp
729,771,131,tbsp
729,1293,156,cup
730,1440,408,cup
730,1679,64,tbsp
730,1156,35,g
730,969,392,cup
730,1086,413,tbsp
731,1139,432,ml
731,412,472,ml
731,450,263,tsp
732,1510,243,ml
732,1420,69,g
732,1396,334,g
732,690,415,cup
732,1218,321,cup
733,812,130,ml
733,756,462,tsp
733,1589,336,cup
733,729,318,g
733,830,455,cup
734,397,215,ml
734,246,180,tsp
734,303,428,tbsp
735,1387,3,ml
735,1194,294,tbsp
735,1363,273,cup
736,1546,352,cup
736,893,95,tsp
736,770,437,tsp
736,429,463,g
736,23,430,tbsp
737,1675,433,tbsp
737,1332,183,g
737,1459,343,tsp
737,1698,147,tbsp
738,337,220,ml
738,817,71,g
738,1081,93,tsp
738,1433,59,ml
739,590,453,tbsp
739,1190,69,tbsp
739,169,42,tbsp
739,112,14,ml
740,1463,246,g
740,1123,74,g
740,505,31,cup
740,642,167,ml
740,925,46,g
741,465,393,cup
741,1565,459,g
741,1610,177,ml
741,1631,400,g
741,1838,444,cup
742,1774,216,g
742,740,267,ml
742,1446,458,g
742,579,304,g
743,1578,376,cup
743,1539,363,tbsp
743,1159,464,ml
743,1284,343,ml
744,647,441,tsp
744,1478,270,cup
744,1594,140,g
745,213,367,ml
745,1061,377,tbsp
745,979,162,ml
746,1620,414,g
746,363,87,ml
746,1619,463,g
746,1248,346,ml
746,1508,280,g
747,708,118,ml
747,529,65,tsp
747,502,295,g
747,980,470,tsp
747,364,370,g
748,322,399,cup
748,210,89,tbsp
748,1793,165,g
748,1688,215,tsp
749,388,43,tsp
749,580,420,tbsp
749,849,355,g
749,1,355,g
750,1294,407,g
750,431,127,ml
750,1269,395,tsp
751,599,227,cup
751,128,390,cup
751,1055,226,tbsp
752,68,37,g
752,1732,29,g
752,1056,116,g
753,411,445,g
753,958,365,ml
753,509,32,cup
754,547,434,tsp
754,123,175,ml
754,561,180,cup
754,1790,440,tsp
755,1264,199,tbsp
755,254,77,tbsp
755,1489,144,ml
755,1511,277,cup
755,479,99,g
756,1674,291,cup
756,1392,382,tsp
756,1034,493,ml
756,687,395,tsp
756,456,199,tbsp
757,1143,478,ml
757,1240,331,tbsp
757,1631,461,ml
757,691,215,g
758,50,397,cup
758,1093,134,tbsp
758,1825,314,cup
758,1350,476,ml
759,1773,159,tbsp
759,843,267,ml
759,1798,13,g
760,1681,50,g
760,1702,59,g
760,1600,388,cup
760,578,14,tbsp
761,388,347,cup
761,175,77,cup
761,855,395,g
761,1849,213,cup
762,204,183,cup
762,1614,180,g
762,1280,338,tbsp
763,226,204,tsp
763,1104,95,cup
763,1678,175,g
764,1508,119,cup
764,1275,85,cup
764,1727,478,tsp
765,570,133,tsp
765,711,148,tbsp
765,633,438,g
766,37,476,tbsp
766,1585,364,tsp
766,849,442,ml
767,1391,2,tsp
767,469,415,tsp
767,367,282,g
767,537,24,tbsp
768,991,54,ml
768,1455,156,cup
768,322,261,tsp
768,965,231,tbsp
768,109,195,tsp
769,1057,6,ml
769,494,263,tbsp
769,1301,77,g
769,803,389,g
769,281,286,ml
770,125,74,tsp
770,474,492,cup
770,1767,129,cup
770,1343,103,cup
770,41,415,tbsp
771,395,379,tbsp
771,1222,305,g
771,283,259,g
771,391,110,g
771,1037,47,ml
772,610,54,tsp
772,1251,387,tbsp
772,1470,156,ml
773,884,376,g
773,416,94,tsp
773,70,434,tsp
773,947,184,g
773,1112,463,tbsp
774,1805,255,g
774,1788,498,tsp
774,1516,20,ml
774,294,302,tbsp
774,355,380,tbsp
775,519,324,g
775,1651,59,g
775,763,369,tsp
775,1325,355,tsp
776,579,196,ml
776,1360,493,ml
776,619,67,ml
776,1215,14,tbsp
777,468,301,ml
777,1246,162,cup
777,1546,129,tbsp
777,1636,18,tbsp
778,1201,365,ml
778,1291,105,ml
778,878,496,tsp
778,1152,212,tsp
779,213,364,g
779,1157,488,ml
779,228,130,ml
779,591,484,cup
779,14,476,tbsp
780,1094,412,tsp
780,1327,150,g
780,1593,160,g
780,934,101,cup
781,1682,492,g
781,792,308,cup
781,1455,71,tbsp
782,1351,285,ml
782,943,498,tsp
782,1752,287,g
782,813,138,ml
782,787,379,cup
783,815,185,ml
783,1840,237,cup
783,1258,476,cup
783,429,184,ml
784,196,223,ml
784,1854,435,ml
784,825,453,ml
784,1175,312,tsp
784,474,325,g
785,1183,442,cup
785,868,372,g
785,230,126,tbsp
786,1425,311,tsp
786,99,129,g
786,1422,2,ml
787,1609,334,ml
787,160,148,tbsp
787,1821,69,cup
787,1601,291,g
788,1060,93,tsp
788,236,47,g
788,187,165,g
789,195,426,tbsp
789,624,400,g
789,989,114,g
789,1077,182,tbsp
789,124,366,g
790,1212,440,g
790,1856,490,ml
790,1083,402,g
790,1836,466,cup
791,409,243,ml
791,1610,298,tsp
791,53,194,g
791,860,69,ml
791,1623,145,cup
792,492,467,tsp
792,601,471,ml
792,1306,463,g
793,1166,139,cup
793,630,150,ml
793,517,118,tbsp
793,1661,91,ml
794,300,388,cup
794,1306,115,tbsp
794,727,378,tbsp
794,1008,345,tbsp
795,1450,309,tsp
795,850,228,g
795,1052,102,tsp
795,1368,20,g
796,1508,221,g
796,510,202,g
796,1465,204,ml
797,706,421,g
797,1700,32,cup
797,1420,352,tbsp
798,591,384,cup
798,412,422,cup
798,466,158,tsp
799,1151,72,g
799,294,415,g
799,705,435,ml
800,688,398,tsp
800,1728,113,cup
800,167,450,ml
800,1364,435,tbsp
801,444,413,ml
801,405,181,tbsp
801,1734,87,cup
801,37,117,cup
802,155,345,cup
802,1085,361,tbsp
802,1722,203,ml
802,1121,175,tbsp
803,525,35,tbsp
803,1681,91,cup
803,1174,98,g
803,877,68,tbsp
804,342,365,cup
804,497,416,g
804,485,151,g
805,671,258,ml
805,1735,252,tbsp
805,259,283,ml
805,1857,375,g
805,820,449,ml
806,573,322,tsp
806,1620,234,tbsp
806,659,479,g
806,909,51,cup
806,803,210,tbsp
807,1302,205,tsp
807,1559,129,cup
807,171,30,g
807,162,123,ml
807,728,499,tbsp
808,1637,13,tbsp
808,220,158,g
808,1335,471,g
808,1323,453,ml
808,1075,18,g
809,262,149,tsp
809,664,81,ml
809,718,481,cup
809,363,496,g
810,704,182,ml
810,860,181,g
810,1806,46,g
811,860,311,tsp
811,1662,279,tsp
811,180,91,cup
812,749,317,tsp
812,221,70,ml
812,284,207,tsp
812,1308,331,ml
813,34,23,tbsp
813,1852,305,ml
813,205,472,ml
814,836,79,tbsp
814,979,224,g
814,160,235,tbsp
814,446,308,cup
815,675,122,ml
815,980,169,tsp
815,459,492,tsp
815,1781,42,tsp
815,345,56,cup
816,1181,248,tsp
816,1578,433,tsp
816,1720,58,g
816,169,24,g
816,733,239,tbsp
817,5,391,g
817,1343,183,tsp
817,998,183,tsp
817,106,317,ml
817,282,198,tbsp
818,835,188,ml
818,1565,168,tbsp
818,1505,146,tsp
818,607,443,tbsp
818,1334,211,tbsp
819,464,5,cup
819,1364,102,ml
819,1775,487,tsp
819,382,317,tsp
820,1372,320,cup
820,686,359,tsp
820,455,415,g
820,467,211,cup
820,613,421,tsp
821,1697,191,ml
821,1354,317,ml
821,1493,382,g
822,443,495,g
822,793,459,tbsp
822,376,234,tbsp
823,1729,310,tbsp
823,110,163,ml
823,105,116,tbsp
823,471,178,tsp
823,682,373,ml
824,253,460,g
824,20,151,ml
824,321,319,g
824,1036,188,g
825,287,39,tbsp
825,1332,195,ml
825,633,129,g
825,336,308,tsp
826,1186,223,cup
826,133,438,cup
826,1405,220,ml
826,1835,205,tbsp
827,1430,341,cup
827,307,141,tbsp
827,332,435,tbsp
828,940,207,tbsp
828,1228,65,tsp
828,978,460,cup
828,877,218,tsp
829,242,44,tbsp
829,925,405,ml
829,1384,483,tsp
829,464,218,cup
830,93,112,cup
830,665,368,cup
830,168,438,cup
831,1004,260,cup
831,1116,123,tsp
831,123,81,g
831,1337,444,g
831,793,3,ml
832,1101,327,cup
832,411,32,ml
832,157,90,ml
832,788,82,tsp
833,671,218,g
833,970,245,ml
833,1459,204,ml
833,1332,463,tbsp
834,428,82,ml
834,1854,489,g
834,1134,122,cup
835,295,63,tbsp
835,1532,147,tbsp
835,724,247,tbsp
836,1322,163,tsp
836,1817,416,tbsp
836,958,465,g
836,1705,219,tbsp
836,1428,100,cup
837,1478,118,g
837,1416,378,tbsp
837,1626,379,tbsp
837,344,482,tbsp
838,329,263,g
838,744,385,g
838,248,406,ml
838,771,379,tbsp
838,1676,334,tbsp
839,977,344,g
839,1199,191,g
839,1505,15,tsp
840,490,107,g
840,1834,402,ml
840,875,99,tsp
840,1171,428,ml
841,738,402,cup
841,1492,133,g
841,1663,283,tsp
841,1395,330,tbsp
841,135,30,tbsp
842,302,327,cup
842,826,249,tbsp
842,138,276,g
842,15,432,tsp
842,863,473,tbsp
843,1130,327,tbsp
843,670,105,ml
843,1846,409,ml
844,399,127,cup
844,1386,381,g
844,689,478,ml
844,1326,297,cup
844,131,193,g
845,184,397,ml
845,968,42,tbsp
845,1162,295,cup
846,1001,304,ml
846,1423,153,tbsp
846,524,304,cup
846,1643,49,tbsp
846,1770,250,tbsp
847,514,32,g
847,693,165,tbsp
847,484,268,g
847,1493,58,g
848,922,158,ml
848,880,85,tbsp
848,266,370,ml
848,1462,395,cup
848,1775,37,ml
849,310,288,cup
849,1671,315,g
849,1417,20,tsp
849,1568,161,cup
849,1780,420,tsp
850,103,361,tsp
850,1044,81,tsp
850,587,297,g
850,455,441,tbsp
851,283,102,tsp
851,1347,498,tbsp
851,750,414,tsp
851,1466,427,g
852,486,89,tsp
852,1853,10,g
852,846,399,tbsp
852,204,492,g
852,1738,103,g
853,1217,66,tbsp
853,537,425,ml
853,1506,225,g
854,912,274,tsp
854,501,55,ml
854,298,275,cup
854,1433,384,tbsp
855,1310,331,tbsp
855,705,125,cup
855,1390,64,g
855,1627,419,tsp
855,228,460,ml
856,1825,186,g
856,658,61,tsp
856,1715,442,cup
856,766,140,cup
857,1142,251,ml
857,571,434,g
857,991,451,ml
857,1267,45,g
858,1133,354,tbsp
858,431,392,ml
858,1667,141,tsp
858,1098,3,g
858,40,244,tbsp
859,1283,54,ml
859,838,200,tbsp
859,1113,152,tsp
859,1449,10,ml
860,187,431,tsp
860,1523,87,tsp
860,423,104,tsp
860,1601,52,ml
860,1642,132,cup
861,1786,234,ml
861,984,457,cup
861,73,292,tbsp
861,1419,33,g
861,1281,101,ml
862,1260,32,g
862,664,437,ml
862,849,207,tbsp
863,444,205,g
863,1454,36,tbsp
863,1698,321,g
864,1178,87,g
864,1076,39,tsp
864,144,209,cup
864,919,271,cup
865,838,64,tsp
865,404,394,cup
865,1660,415,ml
865,85,191,cup
865,1492,350,g
866,1198,112,tsp
866,370,358,tsp
866,1622,183,cup
866,1541,132,tbsp
867,794,485,ml
867,741,152,tbsp
867,606,371,tbsp
868,524,151,tsp
868,177,341,cup
868,152,328,tsp
869,1195,279,tbsp
869,1033,26,cup
869,817,47,cup
870,894,374,tsp
870,1125,200,tsp
870,1,34,ml
871,978,233,tsp
871,264,234,g
871,1636,21,tsp
871,924,84,cup
871,1799,228,ml
872,49,380,tsp
872,834,417,ml
872,449,62,tbsp
872,982,155,ml
873,1331,243,tbsp
873,1404,281,cup
873,413,191,g
873,1066,190,tsp
874,1500,281,cup
874,58,291,ml
874,91,153,cup
874,1322,477,cup
875,55,429,tbsp
875,140,490,ml
875,1551,292,tbsp
875,470,43,ml
875,469,315,tbsp
876,1103,209,g
876,1576,434,g
876,1171,92,ml
876,1349,219,tsp
877,31,81,tsp
877,1054,461,g
877,1124,197,g
877,533,408,tsp
877,87,380,tbsp
878,1197,398,g
878,570,491,ml
878,179,438,tbsp
878,1635,92,g
879,825,132,ml
879,478,95,tsp
879,7,19,g
879,342,17,tbsp
879,671,446,ml
880,628,84,ml
880,1559,294,tsp
880,1203,25,g
880,1281,80,ml
880,1621,336,g
881,1445,163,cup
881,1528,31,tsp
881,439,172,cup
881,1142,106,cup
882,754,231,tbsp
882,1462,82,tbsp
882,611,239,g
882,1861,309,cup
883,1396,274,g
883,1311,173,tsp
883,1571,224,tbsp
883,369,121,ml
883,459,353,g
884,619,442,tbsp
884,764,219,g
884,1625,129,g
885,409,321,g
885,1651,9,tsp
885,1221,202,ml
885,1790,354,ml
885,486,247,tbsp
886,616,81,g
886,1777,221,g
886,606,47,cup
887,760,59,g
887,1636,159,g
887,919,175,g
887,298,86,cup
888,286,205,tbsp
888,655,246,g
888,476,197,g
889,1614,277,tsp
889,817,486,ml
889,270,494,ml
889,1706,50,tbsp
890,1840,106,g
890,461,432,ml
890,671,413,tsp
890,883,205,tbsp
890,1098,353,tbsp
891,1574,103,cup
891,717,73,g
891,621,355,tbsp
891,264,235,ml
891,887,272,tsp
892,39,161,tbsp
892,976,126,tbsp
892,1081,1,g
893,533,488,g
893,1116,206,tbsp
893,326,207,tbsp
893,472,154,tbsp
893,1447,196,tsp
894,785,152,cup
894,1323,360,tbsp
894,1266,306,g
894,519,432,cup
894,983,430,ml
895,336,264,g
895,1607,317,tbsp
895,57,288,tbsp
896,1208,380,tbsp
896,1464,74,ml
896,1451,340,tbsp
897,78,399,g
897,1049,444,g
897,1748,427,ml
897,188,441,cup
898,1224,479,ml
898,1666,430,tsp
898,1472,16,ml
898,392,312,g
899,1461,327,tsp
899,407,265,tsp
899,47,404,tsp
899,1506,318,ml
900,911,349,ml
900,1482,232,cup
900,571,437,tbsp
901,1262,399,cup
901,821,453,tsp
901,1203,461,cup
901,550,231,ml
902,553,467,cup
902,1733,317,tsp
902,1799,234,tbsp
902,1682,483,cup
902,1376,6,tsp
903,955,218,g
903,949,313,cup
903,473,167,cup
904,1314,319,cup
904,608,283,ml
904,962,245,tsp
904,716,401,cup
905,1624,76,cup
905,1705,153,tbsp
905,265,78,cup
906,785,11,tsp
906,1222,32,tsp
906,1241,177,tbsp
906,1802,335,tbsp
907,692,80,g
907,332,348,cup
907,9,445,g
907,442,422,cup
908,74,399,tsp
908,154,273,g
908,385,129,tsp
908,1210,43,tsp
908,1050,298,cup
909,1405,93,ml
909,1361,150,g
909,160,160,tbsp
909,1167,124,ml
910,1727,400,g
910,1828,125,tbsp
910,1262,411,cup
910,1512,111,tbsp
911,1527,355,tsp
911,513,460,ml
911,758,92,ml
911,1356,97,tsp
911,344,439,tbsp
912,747,402,ml
912,1386,411,cup
912,935,377,ml
912,476,129,cup
913,583,306,tbsp
913,1637,469,ml
913,648,4,cup
914,1789,184,tbsp
914,1150,327,cup
914,1179,322,g
915,1557,75,cup
915,1450,101,tsp
915,1721,147,tbsp
915,1223,328,tsp
916,502,205,tsp
916,262,3,tbsp
916,377,403,cup
916,1415,98,cup
916,55,478,g
917,650,12,cup
917,1599,443,g
917,1861,93,g
917,1162,215,tsp
917,50,277,cup
918,644,208,cup
918,33,341,g
918,1618,89,tsp
918,1073,188,g
918,1789,295,tsp
919,1427,373,cup
919,1791,122,ml
919,837,72,g
919,103,398,ml
920,96,301,cup
920,688,428,cup
920,1096,319,cup
920,287,6,tsp
921,1846,439,tsp
921,956,217,g
921,1316,393,tsp
921,1428,80,ml
921,1193,138,cup
922,655,91,tsp
922,717,101,tbsp
922,988,471,ml
923,894,111,ml
923,842,153,tsp
923,1270,460,tbsp
923,718,92,tbsp
923,721,440,cup
924,667,181,g
924,1220,472,tsp
924,1262,58,g
925,754,473,tbsp
925,1407,69,g
925,1574,134,ml
925,763,202,ml
926,1264,257,tsp
926,1010,166,g
926,939,74,tbsp
926,164,412,cup
927,540,359,tbsp
927,1726,453,g
927,167,246,tbsp
928,678,464,g
928,827,197,tbsp
928,433,412,g
929,350,80,cup
929,1822,38,tbsp
929,1817,75,ml
929,447,331,g
929,975,112,cup
930,642,494,cup
930,1157,146,cup
930,1317,437,tsp
931,593,321,cup
931,1169,118,cup
931,1345,449,g
931,540,405,tsp
931,1693,176,ml
932,108,368,g
932,707,55,tsp
932,488,74,cup
932,1087,10,cup
933,1119,45,tbsp
933,570,340,cup
933,1479,211,tsp
933,705,30,g
933,299,95,tbsp
934,311,27,tbsp
934,661,163,g
934,52,122,cup
935,880,68,g
935,266,426,ml
935,801,390,tbsp
935,283,177,g
935,672,331,cup
936,862,115,tbsp
936,1231,331,ml
936,277,78,g
937,1641,61,tbsp
937,1728,64,tbsp
937,1605,489,tsp
938,784,350,tsp
938,448,472,g
938,80,359,ml
938,1072,368,tbsp
939,1564,254,tbsp
939,308,300,g
939,370,404,tsp
940,118,159,cup
940,768,71,cup
940,203,157,ml
940,455,442,g
941,1149,227,cup
941,596,38,tsp
941,127,55,g
941,865,269,g
941,329,387,ml
942,278,188,cup
942,1545,468,g
942,427,96,cup
942,1770,347,g
943,1587,368,ml
943,1350,261,g
943,882,11,tsp
944,432,239,tbsp
944,716,21,cup
944,591,146,g
944,1800,88,tsp
945,1462,167,cup
945,366,215,tbsp
945,1225,77,g
945,822,202,tsp
946,1028,273,cup
946,1059,111,tsp
946,800,295,tbsp
946,780,458,tsp
946,624,150,tsp
947,1005,87,tbsp
947,288,351,cup
947,607,374,g
947,340,279,tsp
947,1620,392,tsp
948,876,140,g
948,315,26,tbsp
948,12,111,tsp
948,95,51,tsp
948,649,278,cup
949,1253,296,tsp
949,1078,80,ml
949,848,266,cup
